,id,scaled_mfcc,scaled_rh,key,scale,scaled_levenshtein,aggregated
0,music/Jazz & Klassik/Keith Jarret - Creation/02-Keith Jarrett-Part II Tokyo.mp3,0.0,0.0, E, major,0.0,0.0
1,music/Jazz & Klassik/Keith Jarret - Creation/03-Keith Jarrett-Part III Paris.mp3,0.016730903356276014,0.017652692549130967, F, major,0.20989143546441497,0.08142501045660731
2,music/Jazz & Klassik/Piano Nocturnes/09_Various Artists_Ravel Ondine.mp3,0.016782566959374065,0.027521727779051982, C#, minor,0.204583835946924,0.08296271022845002
3,music/Jazz & Klassik/Piano Nocturnes/07_Various Artists_Debussy La soirée dans Grenade.mp3,0.01891620072758345,0.02499889319777883, F#, minor,0.20916767189384802,0.08436092193973677
4,music/Jazz & Klassik/Piano Perlen/14_Various_Alicia de Laroccha Granados Andaluza aus Spanische Tänze .mp3,0.020183333303861156,0.03137455669401785, E, minor,0.20651387213510253,0.08602392071099385
5,music/Jazz & Klassik/Träumerei/01 Chopin - Allegretto.mp3,0.010914950662039893,0.030100079624749514, G#, major,0.21737032569360676,0.08612845199346537
6,music/Jazz & Klassik/Keith Jarret - Creation/07-Keith Jarrett-Part VII Rome.mp3,0.010788971525880132,0.03456170176968736, C, minor,0.21326899879372738,0.08620655736309829
7,music/Jazz & Klassik/Piano Nocturnes/10_Various Artists_Ravel Pavane pour une Infante défunte.mp3,0.025605568161531308,0.02462577082842505, G, major,0.21037394451145958,0.08686842783380531
8,music/Jazz & Klassik/Ludovico Einaudi - Divenire/12-Ludovico Einaudi-Svanire.mp3,0.02783403706482346,0.041267470247336006, F, major,0.19179734620024125,0.08696628450413357
9,music/Metal & Rock/Folk Metal/Eluveitie - Evocation II Pantheon/Instrumental/10 Artio.mp3,0.038412226471939134,0.03482669395023531, A#, major,0.19010856453558503,0.08778249498591983
10,music/Jazz & Klassik/Piano Nocturnes/01_Various Artists_Debussy Clair de lune.mp3,0.023114725615067652,0.04366485261620091, C#, major,0.1985524728588661,0.08844401703004488
11,music/Jazz & Klassik/Piano Perlen/10_Various_Artur Rubinstein Chopin Fantasie-Impromptu.mp3,0.04780512024724644,0.015581668936830165, C#, major,0.20361881785283473,0.08900186901230378
12,music/Jazz & Klassik/Piano Perlen/05_Various_Nikolai Tokarev Debussy Clair de lune aus Suite Bergamasque .mp3,0.03474370220606156,0.026005374605581846, F#, major,0.20723763570566947,0.08932890417243762
13,music/Jazz & Klassik/Keith Jarret - Creation/05-Keith Jarrett-Part V Tokyo.mp3,0.0384464374213189,0.02399233540274469, A#, major,0.20554885404101328,0.08932920895502562
14,music/Jazz & Klassik/100 Meisterwerke der Klassik/Massenet_ Thaïs _ Acte Deux - Meditation.mp3,0.04170658064225458,0.028318394591341965, D, major,0.1983112183353438,0.08944539785631345
15,music/Jazz & Klassik/Content Classical Organ/02 Werde munter mein Gemüte.mp3,0.038301143598589577,0.036266209695496446, G, major,0.1951749095295537,0.08991408760787989
16,music/Jazz & Klassik/Piano Poesie/01_Various_Ludivico Enaudi - Questa Notte.mp3,0.02205066874417316,0.0361435057981484, B, minor,0.21278648974668274,0.09032688809633477
17,music/Modern & Soundtrack/Soundtrack/Leinwandträume/Lady Caliph (Dinner).mp3,0.03513744887410394,0.0317902982625578, E, major,0.2074788902291918,0.09146887912195117
18,music/Modern & Soundtrack/Soundtrack/Leinwandträume/Frühstück bei Tiffany (Moon River).mp3,0.0447904386059466,0.024858852649486236, C, major,0.2048250904704463,0.09149146057529305
19,music/Jazz & Klassik/Träumerei/10 Schubert - Andante.mp3,0.024574910153431124,0.04287907829801708, B, major,0.2074788902291918,0.09164429289354666
20,music/Jazz & Klassik/100 Meisterwerke der Klassik/Cutting_ Greensleeves.mp3,0.03728777967108744,0.02609360998383061, C, major,0.2120627261761158,0.09181470527701129
21,music/Jazz & Klassik/The New Sound Of Classic/07 Vocalise.mp3,0.025358922088739747,0.04909146977614055, C#, minor,0.20217129071170084,0.09220722752552706
22,music/Jazz & Klassik/Keith Jarret - Creation/04-Keith Jarrett-Part IV Rome.mp3,0.019553397979782294,0.047258829583792954, B, minor,0.21037394451145958,0.09239539069167828
23,music/Jazz & Klassik/Piano Poesie/14_Various_Philip Aaberg - Montana Half-Light.mp3,0.02349532993511457,0.04828552597841967, D, major,0.20579010856453558,0.09252365482602326
24,music/Jazz & Klassik/Träumerei/08 Brahms - Andante.mp3,0.025674660392117306,0.028338928129172044, A, minor,0.22364294330518697,0.0925521772754921
25,music/Modern & Soundtrack/Soundtrack/This War of Mine OST/6 - Piotr Musial - We Keep Going.wav,0.03232628622213707,0.03403381724481724, E, major,0.21158021712907116,0.0926467735320085
26,music/Modern & Soundtrack/Soundtrack/Hans Zimmer - Interstellar/03 - Dust.mp3,0.03742635575981396,0.033286178032826616, E, minor,0.2077201447527141,0.09281089284845156
27,music/Jazz & Klassik/Piano Nocturnes/08_Various Artists_Rubinstein Mélodie en fa.mp3,0.026694420102135696,0.03222550394769211, F, major,0.22002412545235223,0.09298134983406002
28,music/Modern & Soundtrack/Soundtrack/This War of Mine OST/6 - Piotr Musial - We Keep Going.mp3,0.032775749718335696,0.03318357210356522, E, major,0.21302774427020507,0.09299568869736867
29,music/Jazz & Klassik/Piano Poesie/12_Various_Giovanni Allevi - Panic.mp3,0.015699442872082504,0.06288449106470928, F#, major,0.20048250904704462,0.09302214766127881
30,music/Modern & Soundtrack/Soundtrack/Leinwandträume/Tom Viv (Viv Maurice).mp3,0.048479925757794994,0.021963241879289712, E, minor,0.20989143546441497,0.09344486770049988
31,music/Jazz & Klassik/Sommernacht/11_Various Artists_The Philadelphia Orchestra Danses des petits cygnes - Excerpts.mp3,0.055962059084075505,0.020696665200031827, F#, major,0.20410132689987937,0.09358668372799557
32,music/Jazz & Klassik/The New Sound Of Classic/15 Blind Film.mp3,0.02020964442870545,0.060279517456335106, C, major,0.20072376357056695,0.09373764181853583
