,id,scaled_mfcc,scaled_rp,scaled_bh,bpm,scaled_rh,scaled_levenshtein,key,scale,scaled_corr,scaled_skl,scaled_js,aggregated
0,music/HipHop/KidCudi-MrRagermp3,0.29512280399756974,0.04711448036931941,0.0, 102.060325623,0.023615160275347713,0.10037573805689748, B, minor,0.6150967706941233,0.056679309946672814,0.12462249000022328,0.15782834416751923
1,music/Jazz/EricBibbCelticRootsEnsemble-StJamesInfirmarymp3,0.07033227064735882,0.05422777797507014,0.45118021381023393, 104.842964172,0.04127276760432362,0.17981749865807836, A, minor,0.3906441230821862,0.0,0.10663615164124392,0.1617638504273119
2,music/Klassik/Bach-Toccaqta&FugueDMinorBWV565Toccatamp3,0.0,0.08608862019485584,0.2716607492155621, 117.647331238,0.17342224003173,0.017176596886741814, D, minor,0.5243652992341844,0.13683163669458268,0.20140688119402,0.1763690029314596
3,music/Pop/DavidBowie-LifeOnMarsmp3,0.10782588049114053,0.1043359428921333,0.41363558855377786, 125.222671509,0.23632704287434553,0.06977992485238863, A#, major,0.5945775110407394,0.06264065016533191,0.11155404842639455,0.21258457366203148
4,music/Soundtrack/FleshAndBone-Dakini_MovementIVmp3,0.2604689833504234,0.0,0.7239090367026783, 124.987091064,0.0,0.06494900697799248, D#, major,0.5703814509513663,0.07807587629132409,0.10666401606776353,0.2255560462926935
5,music/Electronic/Dynatron-PulsePowermp3,0.28984882750190577,0.18696297370535309,0.7604398934315749, 116.004959106,0.16636904883598738,0.2281266774020397, D, minor,0.005256400027337849,0.09279227900188709,0.10479412797505315,0.22932377848514238
6,music/Soundtrack/GameOfThrones-MainTitlesmp3,0.056834926183989554,0.014792642675684595,0.7102156674700209, 172.265808105,0.022789007251695366,0.01878690284487386, C, minor,0.7231012897275553,0.21305938204161845,0.16003858745755006,0.23995230070662352
7,music/Soundtrack/Interstellar-NoTimeforCautionmp3,0.10608690008740776,0.14964544581791295,0.7518098277114833, 119.966659546,0.3042815311769745,0.10198604401502952, A, minor,0.2059157157270357,0.17503179497496904,0.14658372230936148,0.24266762272752176
8,music/Rock/twentyonepilots-CarRadiomp3,0.020759413691574233,0.12251628937350827,0.6739337455456201, 129.759735107,0.17904718508689973,0.1320450885668277, F, major,0.6894964190681249,0.06241984906072092,0.1421299260725404,0.252793489558227
9,music/Metal/Gojira-Globalwarmingmp3,0.07136057393065694,0.10580462766647435,0.5574453988876134, 94.3844528198,0.13685690270625012,0.24691358024691357, C#, minor,0.3061671938357803,0.5904308476157937,0.10431711398717029,0.26491202985958157
10,music/Klassik/Mozart_RequiemInDMinorK626-3Sequentia_Lacrimosamp3,0.07595227179362506,0.16621427693695737,0.1777150130929715, 111.442993164,0.21254743144418525,0.052603327965646804, D, minor,0.8908296112820342,0.4188321628923662,0.1523808669320258,0.26838437029247647
11,music/Electronic/AlanWalker-Fadedmp3,0.045851046476329545,0.2538755937777721,0.6244478523942597, 90.0402908325,0.46607412287606287,0.008051529790660225, F#, major,0.583889887923152,0.04275451923772276,0.13850402077705162,0.2704310716566264
12,music/Klassik/Pachelbel_CanonAndGigueInDMajor-1Canonmp3,0.47768957211899227,0.10841855744152193,0.42587955335100786, 152.013336182,0.1599509815446704,0.07675791733762748, C#, major,0.8939092358789285,0.13096274088605922,0.1438940143708629,0.30218282161620874
13,music/Metal/SystemOfADown-Toxicitymp3,0.3721203585898892,0.16444392058782756,0.3744382403828296, 115.074310303,0.35856977073439006,0.08105206655931294, C, minor,0.9067953705331989,0.20817383242898588,0.09595910737719154,0.32019408339920324
14,music/WorldMusic/TheHU-WolfTotemmp3,0.21730066058854297,0.1736248999071471,0.7627297243579231, 86.0263519287,0.22038856983973487,0.12184648416532474, D#, major,0.9653000603603108,0.07132383181975713,0.12035942425822259,0.33160920691212037
15,music/Pop/CamilaCabello-Havanamp3,0.06679618230589922,0.5536808241187483,0.4936523797059485, 104.904518127,0.6874859443457425,0.0440150295222759, G, minor,0.7255581605463406,0.0863845516793129,0.13457192308654742,0.34901812441385194
16,music/Soundtrack/PiratesOfTheCarribean-HansZimmer-DavyJonesmp3,1.0,0.19215049150809932,0.4476865463336965, 129.928344727,0.3633446042643322,0.027911969940955447, D, major,0.5414483092528901,0.31913933538240336,0.14247261767306946,0.37926923429443077
17,music/Metal/Metallica-MothIntoFlamemp3,0.5750887988937061,0.1317868303437102,0.45330756372980796, 90.3373794556,0.17260145371243052,0.1143317230273752, A, minor,0.7734846137706132,0.7133949394914036,0.1859368030287791,0.38999159074972817
18,music/Pop/Halsey-HeavenInHidingmp3,0.15004843431590645,0.3354723870026171,0.6194434156635601, 117.763298035,0.6221010851987316,0.07353730542136339, C#, minor,1.0,0.16718266782007687,0.16352540077558292,0.39141383702472987
19,music/Klassik/Rachmaninoff-TheIsleoftheDeadOp29mp3,0.2398017555190475,0.21886601502733805,0.14799239293468286, 117.387657166,0.3651938811392542,1.0, A, minor,0.0,1.0,0.20274684478965493,0.3968251111762472
20,music/Electronic/MiikeSnow-GenghisKhanmp3,0.19056171692411253,0.6325571125472343,0.9645708861405656, 93.9685592651,0.7308491710741791,0.0, A#, major,0.6576409316196792,0.13019706186894636,0.12705229894602893,0.42917864739009326
21,music/HipHop/IceCube-ItWasAGoodDaymp3,0.4773514116649946,0.6434878687239423,0.6091065391002506, 82.4135284424,0.7295478730472863,0.06548577563070317, D, major,0.9662917616339707,0.10852408941099624,0.13389224384956017,0.46671094538271296
22,music/HipHop/257ers-Auseinandamp3,0.49298086692599713,1.0,1.0, 115.009765625,1.0,0.052603327965646804, F, minor,0.9219101865251934,0.3208688242073013,0.1361536272669541,0.6155646041113866
