,original vs detected,count
0,"(Rock&Pop, World)",1
1,"(Hip-Hop, Rock&Pop)",1
2,"(Blues, Blues)",3
3,"(Country, Alternative&Punk)",5
4,"(Soundtracks&More, NewAge)",1
5,"(Comedy&SpokenWord, Electronic&Dance)",1
6,"(Comedy&SpokenWord, EasyListening&Vocals)",1
7,"(Hip-Hop, Childrens's)",1
8,"(Alternative&Punk, Electronic&Dance)",3
9,"(Religious, Blues)",3
10,"(Hip-Hop, Country)",1
11,"(World, Country)",4
12,"(Electronic&Dance, World)",2
13,"(Latin, EasyListening&Vocals)",3
14,"(Rock&Pop, Folk)",1
15,"(Folk, R&B&Soul)",6
16,"(Blues, Jazz)",4
17,"(Electronic&Dance, Alternative&Punk)",6
18,"(Alternative&Punk, Reggae)",1
19,"(Hip-Hop, Comedy&SpokenWord)",3
20,"(Childrens's, Religious)",4
21,"(Rock&Pop, Hip-Hop)",1
22,"(Childrens's, Rock&Pop)",3
23,"(R&B&Soul, R&B&Soul)",16
24,"(Soundtracks&More, Electronic&Dance)",1
25,"(Rock&Pop, Religious)",6
26,"(EasyListening&Vocals, R&B&Soul)",7
27,"(Latin, Country)",8
28,"(Electronic&Dance, Childrens's)",3
29,"(Rock&Pop, R&B&Soul)",3
30,"(Reggae, NewAge)",1
31,"(Hip-Hop, Electronic&Dance)",9
32,"(Latin, Religious)",3
33,"(NewAge, Classical)",1
34,"(Blues, Latin)",1
35,"(R&B&Soul, Religious)",4
36,"(NewAge, EasyListening&Vocals)",3
37,"(Soundtracks&More, Latin)",3
38,"(Alternative&Punk, Folk)",1
39,"(Country, Religious)",5
40,"(World, Folk)",5
41,"(Jazz, Jazz)",6
42,"(Blues, NewAge)",3
43,"(Alternative&Punk, Hip-Hop)",1
44,"(R&B&Soul, Blues)",2
45,"(Reggae, Rock&Pop)",2
46,"(Childrens's, World)",2
47,"(Rock&Pop, Jazz)",2
48,"(Alternative&Punk, Alternative&Punk)",14
49,"(Electronic&Dance, Religious)",2
50,"(Country, Latin)",4
51,"(Latin, Alternative&Punk)",3
52,"(Jazz, Hip-Hop)",2
53,"(Blues, R&B&Soul)",3
54,"(Classical, Country)",3
55,"(Latin, R&B&Soul)",5
56,"(Alternative&Punk, Childrens's)",2
57,"(Latin, Folk)",3
58,"(Blues, Classical)",4
59,"(Religious, R&B&Soul)",2
60,"(Alternative&Punk, EasyListening&Vocals)",1
61,"(World, NewAge)",3
62,"(Alternative&Punk, R&B&Soul)",3
63,"(Jazz, Rock&Pop)",2
64,"(Comedy&SpokenWord, Hip-Hop)",6
65,"(Jazz, Folk)",3
66,"(Latin, Childrens's)",1
67,"(EasyListening&Vocals, Religious)",2
68,"(Religious, Folk)",3
69,"(Comedy&SpokenWord, Childrens's)",2
70,"(Hip-Hop, Soundtracks&More)",2
71,"(Religious, Reggae)",1
72,"(Comedy&SpokenWord, Folk)",1
73,"(NewAge, Soundtracks&More)",1
74,"(Folk, Rock&Pop)",3
75,"(Soundtracks&More, Country)",9
76,"(NewAge, Alternative&Punk)",7
77,"(Religious, Electronic&Dance)",1
78,"(Soundtracks&More, R&B&Soul)",4
79,"(Comedy&SpokenWord, Reggae)",6
80,"(Blues, Rock&Pop)",4
81,"(Electronic&Dance, Blues)",1
82,"(NewAge, Comedy&SpokenWord)",1
83,"(Blues, EasyListening&Vocals)",2
84,"(Blues, World)",2
85,"(Folk, Alternative&Punk)",7
86,"(Alternative&Punk, Comedy&SpokenWord)",3
87,"(Classical, EasyListening&Vocals)",3
88,"(NewAge, Childrens's)",2
89,"(Childrens's, Comedy&SpokenWord)",2
90,"(R&B&Soul, Hip-Hop)",4
91,"(Reggae, Religious)",4
92,"(Reggae, R&B&Soul)",9
93,"(Soundtracks&More, Blues)",1
94,"(World, Blues)",1
95,"(Jazz, Alternative&Punk)",1
96,"(Folk, Jazz)",3
97,"(EasyListening&Vocals, Blues)",2
98,"(World, EasyListening&Vocals)",2
99,"(Religious, Religious)",7
100,"(Alternative&Punk, World)",1
101,"(Jazz, R&B&Soul)",12
102,"(Childrens's, Electronic&Dance)",1
103,"(Rock&Pop, Soundtracks&More)",1
104,"(Electronic&Dance, Folk)",1
105,"(Country, Folk)",3
106,"(Religious, Soundtracks&More)",1
107,"(Alternative&Punk, Blues)",3
108,"(Electronic&Dance, Hip-Hop)",1
109,"(Alternative&Punk, Religious)",3
110,"(Classical, NewAge)",9
111,"(R&B&Soul, Alternative&Punk)",1
112,"(R&B&Soul, Reggae)",3
113,"(Electronic&Dance, Reggae)",3
114,"(Hip-Hop, Jazz)",1
115,"(Religious, Hip-Hop)",2
116,"(World, R&B&Soul)",3
117,"(Hip-Hop, NewAge)",1
118,"(Comedy&SpokenWord, Blues)",2
119,"(R&B&Soul, Comedy&SpokenWord)",3
120,"(Alternative&Punk, NewAge)",1
121,"(EasyListening&Vocals, Hip-Hop)",1
122,"(Rock&Pop, Country)",6
123,"(NewAge, Country)",3
124,"(R&B&Soul, Latin)",4
125,"(R&B&Soul, EasyListening&Vocals)",3
126,"(Soundtracks&More, Alternative&Punk)",7
127,"(R&B&Soul, Rock&Pop)",5
128,"(Reggae, Electronic&Dance)",2
129,"(Blues, Childrens's)",2
130,"(Childrens's, Jazz)",2
131,"(Jazz, Childrens's)",2
132,"(NewAge, Jazz)",1
133,"(Electronic&Dance, Rock&Pop)",1
134,"(Folk, Childrens's)",3
135,"(Blues, Hip-Hop)",1
136,"(EasyListening&Vocals, Folk)",2
137,"(Classical, World)",2
138,"(Country, Jazz)",1
139,"(Childrens's, Country)",4
140,"(NewAge, NewAge)",4
141,"(NewAge, R&B&Soul)",3
142,"(Childrens's, Latin)",4
143,"(NewAge, World)",2
144,"(World, Rock&Pop)",5
145,"(Classical, R&B&Soul)",1
146,"(Religious, Latin)",3
147,"(Alternative&Punk, Rock&Pop)",7
148,"(R&B&Soul, Folk)",1
149,"(Comedy&SpokenWord, Country)",3
150,"(NewAge, Folk)",2
151,"(EasyListening&Vocals, Comedy&SpokenWord)",2
152,"(Reggae, World)",1
153,"(EasyListening&Vocals, Classical)",5
154,"(Rock&Pop, Rock&Pop)",3
155,"(Country, Reggae)",2
156,"(Blues, Alternative&Punk)",2
157,"(Childrens's, Childrens's)",7
158,"(EasyListening&Vocals, Rock&Pop)",4
159,"(Comedy&SpokenWord, Latin)",3
160,"(Folk, Latin)",4
161,"(EasyListening&Vocals, Country)",7
162,"(Electronic&Dance, Country)",1
163,"(Childrens's, EasyListening&Vocals)",4
164,"(Folk, EasyListening&Vocals)",1
165,"(Country, Rock&Pop)",4
166,"(Jazz, Electronic&Dance)",1
167,"(World, Hip-Hop)",2
168,"(Blues, Soundtracks&More)",1
169,"(World, Jazz)",11
170,"(Soundtracks&More, World)",1
171,"(Electronic&Dance, Comedy&SpokenWord)",3
172,"(Folk, Hip-Hop)",1
173,"(Hip-Hop, EasyListening&Vocals)",2
174,"(Electronic&Dance, Latin)",6
175,"(Childrens's, Reggae)",1
176,"(Reggae, Country)",3
177,"(Religious, NewAge)",1
178,"(Hip-Hop, Latin)",5
179,"(Soundtracks&More, Jazz)",3
180,"(EasyListening&Vocals, Childrens's)",2
181,"(NewAge, Blues)",3
182,"(Hip-Hop, World)",3
183,"(Reggae, Folk)",3
184,"(Jazz, Soundtracks&More)",1
185,"(Hip-Hop, Alternative&Punk)",4
186,"(Country, R&B&Soul)",3
187,"(Comedy&SpokenWord, R&B&Soul)",11
188,"(Rock&Pop, Alternative&Punk)",1
189,"(NewAge, Religious)",3
190,"(Latin, Comedy&SpokenWord)",4
191,"(Hip-Hop, Reggae)",3
192,"(Classical, Soundtracks&More)",4
193,"(Latin, Latin)",9
194,"(Blues, Religious)",4
195,"(Blues, Folk)",5
196,"(World, Latin)",2
197,"(R&B&Soul, Electronic&Dance)",1
198,"(EasyListening&Vocals, EasyListening&Vocals)",3
199,"(Childrens's, Folk)",3
200,"(Religious, Alternative&Punk)",12
201,"(Blues, Country)",6
202,"(Rock&Pop, Electronic&Dance)",1
203,"(Folk, Religious)",1
204,"(Soundtracks&More, Childrens's)",2
205,"(Religious, Rock&Pop)",6
206,"(Rock&Pop, Comedy&SpokenWord)",3
207,"(Classical, Classical)",16
208,"(Religious, Country)",3
209,"(Jazz, Blues)",2
210,"(Soundtracks&More, EasyListening&Vocals)",2
211,"(Soundtracks&More, Religious)",1
212,"(Hip-Hop, R&B&Soul)",4
213,"(EasyListening&Vocals, Alternative&Punk)",4
214,"(Jazz, Religious)",5
215,"(World, Comedy&SpokenWord)",2
216,"(NewAge, Electronic&Dance)",2
217,"(Classical, Childrens's)",1
218,"(Comedy&SpokenWord, Jazz)",1
219,"(Reggae, Alternative&Punk)",1
220,"(Jazz, Reggae)",3
221,"(Country, Blues)",1
222,"(Hip-Hop, Religious)",3
223,"(Classical, Hip-Hop)",1
224,"(Hip-Hop, Blues)",2
225,"(Childrens's, Alternative&Punk)",7
226,"(Alternative&Punk, Soundtracks&More)",3
227,"(Soundtracks&More, Folk)",3
228,"(R&B&Soul, Jazz)",3
229,"(EasyListening&Vocals, NewAge)",1
230,"(Childrens's, Blues)",3
231,"(Electronic&Dance, R&B&Soul)",3
232,"(Blues, Reggae)",2
233,"(Classical, Jazz)",3
234,"(Electronic&Dance, Jazz)",3
235,"(Comedy&SpokenWord, Religious)",1
236,"(Country, Comedy&SpokenWord)",1
237,"(Folk, Country)",9
238,"(Folk, Comedy&SpokenWord)",2
239,"(Latin, Jazz)",2
240,"(NewAge, Rock&Pop)",10
241,"(Rock&Pop, Reggae)",3
242,"(Reggae, Hip-Hop)",9
