,original vs detected,count
0,"(Rock&Pop, World)",1
1,"(Comedy&SpokenWord, EasyListening&Vocals)",2
2,"(Country, Alternative&Punk)",10
3,"(Blues, Blues)",6
4,"(Hip-Hop, Childrens's)",2
5,"(Hip-Hop, Country)",2
6,"(World, Country)",7
7,"(Latin, EasyListening&Vocals)",2
8,"(Rock&Pop, Folk)",3
9,"(Folk, R&B&Soul)",1
10,"(Blues, Jazz)",2
11,"(World, Childrens's)",2
12,"(Alternative&Punk, Reggae)",1
13,"(Electronic&Dance, Alternative&Punk)",5
14,"(Hip-Hop, Comedy&SpokenWord)",1
15,"(Childrens's, Religious)",6
16,"(Rock&Pop, Hip-Hop)",5
17,"(Childrens's, Rock&Pop)",2
18,"(R&B&Soul, R&B&Soul)",11
19,"(Rock&Pop, Religious)",2
20,"(EasyListening&Vocals, R&B&Soul)",8
21,"(Latin, Country)",16
22,"(Electronic&Dance, Childrens's)",3
23,"(Rock&Pop, R&B&Soul)",9
24,"(Reggae, NewAge)",1
25,"(Hip-Hop, Electronic&Dance)",1
26,"(Latin, Religious)",2
27,"(NewAge, EasyListening&Vocals)",2
28,"(Blues, Latin)",2
29,"(R&B&Soul, Religious)",2
30,"(Blues, Comedy&SpokenWord)",4
31,"(Soundtracks&More, Latin)",2
32,"(World, Classical)",1
33,"(Alternative&Punk, Folk)",2
34,"(Country, Religious)",3
35,"(R&B&Soul, Blues)",1
36,"(Blues, NewAge)",6
37,"(World, Folk)",4
38,"(Jazz, Jazz)",6
39,"(Reggae, Rock&Pop)",1
40,"(Childrens's, World)",3
41,"(EasyListening&Vocals, Jazz)",1
42,"(Rock&Pop, Jazz)",6
43,"(Alternative&Punk, Alternative&Punk)",14
44,"(Jazz, Comedy&SpokenWord)",4
45,"(Country, Latin)",5
46,"(Jazz, Hip-Hop)",3
47,"(Latin, Alternative&Punk)",5
48,"(Latin, R&B&Soul)",7
49,"(Alternative&Punk, Childrens's)",3
50,"(Latin, Folk)",8
51,"(Blues, Classical)",5
52,"(Alternative&Punk, EasyListening&Vocals)",4
53,"(World, NewAge)",2
54,"(Alternative&Punk, R&B&Soul)",3
55,"(Soundtracks&More, Comedy&SpokenWord)",1
56,"(Jazz, Rock&Pop)",1
57,"(Classical, Comedy&SpokenWord)",3
58,"(Jazz, Folk)",5
59,"(Jazz, World)",1
