,original vs detected,count
0,"(Never_Let_Me_Down_Again, Never_Let_Me_Down_Again)",1
1,"(Blue_Collar_Man, Blue_Collar_Man)",1
2,"(Straight_From_The_Heart, Straight_From_The_Heart)",1
3,"(God_Only_Knows, God_Only_Knows)",1
4,"(She_Came_In_Through_The_Bathroom_Window, She_Came_In_Through_The_Bathroom_Window)",1
5,"(River_Deep_Mountain_High, River_Deep_Mountain_High)",1
6,"(Let_It_Be, Let_It_Be)",1
7,"(Take_On_Me, Take_On_Me)",1
8,"(I_m_Losing_You, I_m_Losing_You)",1
9,"(Downtown_Lights, Downtown_Lights)",1
10,"(Don_t_Let_It_Bring_You_Down, Don_t_Let_It_Bring_You_Down)",1
11,"(September_Gurls, September_Gurls)",1
12,"(Lady, Lady)",1
13,"(Abracadabra, Abracadabra)",1
14,"(I_Love_You, I_Love_You)",1
15,"(More_Than_Words, More_Than_Words)",1
16,"(Come_Together, Come_Together)",1
