,original vs detected,count
0,"(Thin_Line_Between_Love_And_Hate, Thin_Line_Between_Love_And_Hate)",1
1,"(Real_Men, Real_Men)",1
2,"(We_Can_Work_It_Out, We_Can_Work_It_Out)",1
3,"(Gold_Dust_Woman, Gold_Dust_Woman)",1
4,"(Straight_From_The_Heart, Straight_From_The_Heart)",1
5,"(God_Only_Knows, God_Only_Knows)",1
6,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
7,"(Little_Wing, Little_Wing)",1
8,"(Let_It_Be, Let_It_Be)",1
9,"(Heart_Of_Gold, Heart_Of_Gold)",1
10,"(Rattlesnakes, Rattlesnakes)",1
11,"(Downtown_Lights, Downtown_Lights)",1
12,"(The_Boxer, The_Boxer)",1
13,"(New_Age, New_Age)",1
14,"(White_Room, White_Room)",1
15,"(I_Love_You, I_Love_You)",1
