,original vs detected,count
0,"(Strange_Little_Girl, Strange_Little_Girl)",1
1,"(Never_Let_Me_Down_Again, Never_Let_Me_Down_Again)",1
2,"(Blue_Collar_Man, Blue_Collar_Man)",1
3,"(God_Only_Knows, God_Only_Knows)",1
4,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
5,"(I_Don_t_Want_To_Miss_A_Thing, I_Don_t_Want_To_Miss_A_Thing)",1
6,"(I_m_Not_In_Love, I_m_Not_In_Love)",1
7,"(Toys_In_The_Attic, Toys_In_The_Attic)",1
8,"(Take_On_Me, Take_On_Me)",1
9,"(Let_It_Be, Let_It_Be)",2
10,"(All_Along_The_Watchtower, All_Along_The_Watchtower)",1
11,"(Downtown_Lights, Downtown_Lights)",1
12,"(Don_t_Let_It_Bring_You_Down, Don_t_Let_It_Bring_You_Down)",1
13,"(Stone_Cold_Crazy, Stone_Cold_Crazy)",1
14,"(Faith, Faith)",1
15,"(Tush, Tush)",1
16,"(Between_The_Bars, Between_The_Bars)",1
17,"(White_Room, White_Room)",1
18,"(I_Love_You, I_Love_You)",1
19,"(Lodi, Lodi)",1
