,original vs detected,count
0,"(HipHop, WorldMusic)",2
1,"(Electronic, Electronic)",7
2,"(Electronic, Metal)",7
3,"(Metal, Klassik)",4
4,"(Electronic, Pop)",16
5,"(Pop, Soundtrack)",2
6,"(Rock, WorldMusic)",12
7,"(Metal, Pop)",8
8,"(Electronic, Reggae)",5
9,"(Rock, Soundtrack)",2
10,"(Reggae, Rock)",19
11,"(Reggae, Electronic)",7
12,"(WorldMusic, Jazz)",16
13,"(Electronic, HipHop)",6
14,"(HipHop, Rock)",21
15,"(Soundtrack, Soundtrack)",32
16,"(Pop, Reggae)",4
17,"(Rock, Rock)",16
18,"(Pop, Klassik)",2
19,"(Pop, Rock)",21
20,"(Electronic, Klassik)",4
21,"(Electronic, Rock)",23
22,"(WorldMusic, Klassik)",13
23,"(Pop, WorldMusic)",8
24,"(Rock, Reggae)",3
25,"(Metal, Jazz)",3
26,"(Reggae, Metal)",15
27,"(HipHop, Klassik)",1
28,"(WorldMusic, WorldMusic)",8
29,"(WorldMusic, Reggae)",3
30,"(Rock, HipHop)",1
31,"(HipHop, Reggae)",16
32,"(Soundtrack, Klassik)",29
33,"(Metal, Metal)",47
34,"(WorldMusic, Pop)",8
35,"(Metal, Reggae)",5
36,"(Metal, WorldMusic)",11
37,"(Reggae, Reggae)",13
38,"(Rock, Klassik)",2
39,"(HipHop, Jazz)",6
40,"(Soundtrack, Electronic)",4
41,"(Soundtrack, Rock)",1
42,"(Reggae, Jazz)",6
43,"(Pop, HipHop)",2
44,"(HipHop, Pop)",11
45,"(Metal, Rock)",16
46,"(HipHop, Metal)",17
47,"(WorldMusic, Rock)",8
48,"(Pop, Pop)",30
49,"(Pop, Jazz)",15
50,"(Reggae, HipHop)",17
51,"(WorldMusic, Electronic)",4
52,"(Electronic, WorldMusic)",11
53,"(Reggae, WorldMusic)",7
54,"(Rock, Jazz)",12
55,"(Soundtrack, Pop)",1
56,"(Rock, Metal)",27
57,"(Rock, Electronic)",3
58,"(Metal, Electronic)",3
59,"(HipHop, Electronic)",3
60,"(Electronic, Soundtrack)",9
61,"(Metal, Soundtrack)",3
62,"(HipHop, HipHop)",22
63,"(Electronic, Jazz)",12
64,"(Soundtrack, WorldMusic)",14
65,"(Pop, Metal)",13
66,"(HipHop, Soundtrack)",1
67,"(Pop, Electronic)",3
68,"(WorldMusic, Metal)",19
69,"(Soundtrack, Jazz)",18
70,"(Rock, Pop)",22
71,"(WorldMusic, Soundtrack)",21
72,"(Reggae, Pop)",16
73,"(Soundtrack, Metal)",1
