,original vs detected,count
0,"(Electronic, Electronic)",3
1,"(Electronic, Metal)",9
2,"(Metal, Klassik)",1
3,"(Electronic, Pop)",17
4,"(Pop, Soundtrack)",3
5,"(Rock, WorldMusic)",11
6,"(Metal, Pop)",16
7,"(Electronic, Reggae)",11
8,"(Rock, Soundtrack)",1
9,"(Reggae, Rock)",6
10,"(Reggae, Electronic)",6
11,"(WorldMusic, Jazz)",20
12,"(Electronic, HipHop)",8
13,"(HipHop, Rock)",12
14,"(Soundtrack, Soundtrack)",42
15,"(Pop, Reggae)",8
16,"(Rock, Rock)",20
17,"(Pop, Rock)",22
18,"(Electronic, Rock)",19
19,"(Electronic, Klassik)",1
20,"(WorldMusic, Klassik)",6
21,"(Pop, WorldMusic)",11
22,"(Rock, Reggae)",4
23,"(Metal, Jazz)",4
24,"(Reggae, Metal)",7
25,"(WorldMusic, WorldMusic)",15
26,"(WorldMusic, Reggae)",4
27,"(HipHop, Reggae)",30
28,"(Rock, HipHop)",3
29,"(Soundtrack, Klassik)",16
30,"(Metal, Metal)",45
31,"(WorldMusic, Pop)",6
32,"(Metal, Reggae)",4
33,"(Metal, WorldMusic)",9
34,"(Reggae, Reggae)",34
35,"(HipHop, Jazz)",7
36,"(Soundtrack, Electronic)",2
37,"(Soundtrack, Rock)",2
38,"(Reggae, Jazz)",4
39,"(Pop, HipHop)",4
40,"(HipHop, Pop)",6
41,"(Metal, Rock)",17
42,"(Reggae, Soundtrack)",1
43,"(HipHop, Metal)",7
44,"(WorldMusic, Rock)",13
45,"(Pop, Pop)",24
46,"(Pop, Jazz)",11
47,"(Reggae, HipHop)",24
48,"(WorldMusic, Electronic)",7
49,"(Electronic, WorldMusic)",10
50,"(Reggae, WorldMusic)",8
51,"(Rock, Jazz)",16
52,"(Soundtrack, Pop)",3
53,"(Rock, Metal)",24
54,"(Rock, Electronic)",6
55,"(Metal, Electronic)",1
56,"(HipHop, Electronic)",5
57,"(Electronic, Soundtrack)",7
58,"(Metal, Soundtrack)",2
59,"(HipHop, HipHop)",33
60,"(Electronic, Jazz)",15
61,"(Soundtrack, WorldMusic)",21
62,"(Pop, Metal)",15
63,"(Pop, Electronic)",2
64,"(Metal, HipHop)",1
65,"(Soundtrack, Reggae)",1
66,"(WorldMusic, Metal)",8
67,"(Soundtrack, Jazz)",12
68,"(Rock, Pop)",15
69,"(WorldMusic, Soundtrack)",21
70,"(Reggae, Pop)",10
71,"(Soundtrack, Metal)",1
