,original vs detected,count
0,"(HipHop, WorldMusic)",3
1,"(Electronic, Metal)",2
2,"(Electronic, Electronic)",1
3,"(Rock, WorldMusic)",6
4,"(Electronic, Pop)",24
5,"(Metal, Pop)",12
6,"(Pop, Soundtrack)",1
7,"(Electronic, Reggae)",10
8,"(Rock, Soundtrack)",1
9,"(Reggae, Rock)",10
10,"(Reggae, Electronic)",5
11,"(WorldMusic, Jazz)",25
12,"(Electronic, HipHop)",8
13,"(HipHop, Rock)",16
14,"(Soundtrack, Soundtrack)",50
15,"(Pop, Reggae)",8
16,"(Rock, Rock)",19
17,"(Pop, Rock)",22
18,"(Electronic, Klassik)",1
19,"(Electronic, Rock)",18
20,"(WorldMusic, Klassik)",8
21,"(Pop, WorldMusic)",8
22,"(Rock, Reggae)",2
23,"(Metal, Jazz)",6
24,"(Reggae, Metal)",4
25,"(WorldMusic, WorldMusic)",14
26,"(WorldMusic, Reggae)",3
27,"(Rock, HipHop)",2
28,"(HipHop, Reggae)",24
29,"(Soundtrack, Klassik)",22
30,"(Metal, Metal)",53
31,"(WorldMusic, Pop)",9
32,"(Metal, Reggae)",1
33,"(Metal, WorldMusic)",2
34,"(Reggae, Reggae)",25
35,"(HipHop, Jazz)",8
36,"(Soundtrack, Electronic)",3
37,"(Soundtrack, Rock)",2
38,"(Reggae, Jazz)",7
39,"(HipHop, Pop)",13
40,"(Pop, HipHop)",4
41,"(Metal, Rock)",26
42,"(HipHop, Metal)",7
43,"(WorldMusic, Rock)",11
44,"(Pop, Pop)",26
45,"(Pop, Jazz)",15
46,"(Reggae, HipHop)",21
47,"(WorldMusic, Electronic)",6
48,"(Electronic, WorldMusic)",11
49,"(Reggae, WorldMusic)",3
50,"(Rock, Jazz)",17
51,"(Rock, Metal)",27
52,"(Rock, Electronic)",2
53,"(HipHop, Electronic)",5
54,"(Electronic, Soundtrack)",6
55,"(HipHop, HipHop)",24
56,"(Electronic, Jazz)",19
57,"(Soundtrack, WorldMusic)",13
58,"(Pop, Electronic)",6
59,"(Pop, Metal)",10
60,"(WorldMusic, Metal)",4
61,"(Soundtrack, Jazz)",10
62,"(Rock, Pop)",24
63,"(WorldMusic, Soundtrack)",20
64,"(Reggae, Pop)",25
